oṃnamaḥśukrabṛhaspatibhyāṃ	Óm Salutation to Sukra and Brihaspati
abhyantarakopaśaṅkāyāṃ śaṅkitān ādāya yāyāt,	If he is apprehensive of internal troubles, he may take with him the suspected leaders
bāhyakopaśaṅkāyāṃ vā putradāram eṣām // abhyantaraavagrahaṃ kṛtvā śūnyapālam anekabalavargam anekamukhyaṃ ca sthāpayitvā yāyāt, na vā yāyāt // abhyantarakopo bāhyakopāt pāpīyān ity uktaṃ purastāt // mantrapurohitasenāpatiyuvarājānām anyatamakopoabhyantarakopaḥ //	If he is apprehensive of external troubles, he should march after keeping inside his capital as hostages the sons and wives of suspected enemies and after having split into a number of divisions the troops of the officer in charge of waste lands súnyapála and having placed those divisions under the command of several chiefs, or he may abandon his march, for it has been already stated that internal troubles are more serious than external troubles Kautilyas Arthashastra 00 The provocation of any one of the minister, the priest, the commanderinchief, and the heirapparent is what is termed internal trouble
tam ātmadoṣatyāgena paraśaktyaparādhavaśena vā sādhayet //	The king should get rid of such an internal enemy either by giving up his own fault or by pointing out the danger arising from an external enemy
mahāaparādheapi purohite samrodhanam avasrāvaṇaṃ vā siddhiḥ,	When the priest is guilty of the gravest treason, relief should be found either by confining him or by banishing him;
yuvarāje samrodhanaṃ nigraho vā guṇavaty anyasmin sati putre //	when the heirapparent is so, confinement or death nigraha, provided that there is another son of good character
putraṃ bhrātaram anyaṃ vā kulyaṃ rājagrāhiṇam utsāhena sādhayet,	When a son, or a brother, or any other person of the royal family attempts to seize the kingdom, he should be won over by holding out hopes;
utsāhaabbhāve gṛhītaanuvartanasaṃdhikarmabhyām arisaṃdhānabhayāt // anyebhyas tadvidhebhyo vā bhūmidānair viśvāsayed enam // tadviśiṣṭaṃ svayaṃgrāhaṃ daṇḍaṃ vā preṣayet,	when this is not possible, he should be conciliated by allowing him to enjoy what he has already seized, or by making an agreement with him, or by means of intrigue through an enemy, or by securing to him land from an enemy, or any other person of inimical character Or he may be sent out on a mission with an inimical force to receive the only punishment he deserves;
sāmantaāṭavikān vā, tair vigṛhītam atisaṃdadhyāt // aparuddhaādānaṃ pāragrāmikaṃ vā yogam ātiṣṭhet //	or a conspiracy may be made with a frontier king or wild tribes whose displeasure he has incurred; or the same policy that is employed in securing an imprisoned prince or in seizing an enemys villages may be resorted to
mantryādivarjānām antaramātyānām anyatamakopoantaramātyakopaḥ //	The provocation of ministers other than the prime minister is what is called the internal ministerial troubles
tatraapi yathāarham upāyān prayuñjīta //	Even in this case, necessary strategic means should be employed
rāṣṭramukhyaantapālaāṭavikadaṇḍaupanatānām anyatamakopo bāhyakopaḥ //	The provocation of the chief of a district ráshramukhya, the officer in charge of the boundary, the chief of wild tribes, and a conquered king is what is termed external trouble
tam anyonyenaavagrāhayet //	This should be overcome by setting one against the other
atidurgapratiṣṭabdhaṃ vā sāmantaāṭavikatatkulīnaaparuddhānām anyatamenaavagrāhayet //	Whoever among these has strongly fortified himself should be caught hold of through the agency of a frontier king, or the chief of wild tribes, or a scion of Kautilyas Arthashastra 0 his family, or an imprisoned prince;
mitreṇaupagrāhayed vā yathā naamitraṃ gacchet //	or he may be captured through the agency of a friend, so that he may not combine with an enemy;
amitrād vā sattrī bhedayed enaṃ ayaṃ tvā yogapuruṣaṃ manyamāno bhartary eva vikramayiṣyati, avāptaartho daṇḍacāriṇam amitraāṭavikeṣu kṛcchre vā prayāse yokṣyati, viputradāram ante vā vāsayiṣyati //	or a spy may prevent him from combining with an enemy by saying This enemy makes a catspaw of you and causes you to fall upon your own lord; When his aim is realised, he makes you to lead an army against enemies or wild tribes, or to sojourn in a troublesome place; or he causes you to reside at a frontier station far from the company of your sons and wife
pratihatavikramaṃ tvāṃ bhartary paṇyaṃ kariṣyati, tvayā vā saṃdhiṃ kṛtvā bhartāram eva prasādayiṣyati // mitram upakṛṣṭaṃ vāasya gaccha iti //	When you have lost all your strength, he sells you to your own lord; or having made peace with you, he will please your own lord Hence it is advisable for you to go to the best friend of your lord When he agrees to the proposal, he is to be honoured;
apratipannasya saṃśrayaṃ bhedayed asau te yogapuruṣaḥ praṇihitaḥ iti // sattrī caenam abhityaktaśāsanair ghātayet,	but when he refuses to listen, he is to be told am specially sent to separate you from the enemy The spy should however appoint some persons to murder him;
gūḍhapuruṣair vā //	or he may be killed by some concealed persons;
sahaprasthāyino vāasya pravīrapuruṣān yathāabhiprāyakaraṇenaāvāhayet //	or some persons pretending to be brave soldiers may be made to accompany him and may be told by a spy to murder him
iti siddhiḥ //	Thus the end of troubles
parasya caenān kopān utthāpayet, ātmanaś ca śamayet //	One should cause such troubles to ones enemy and ward off those of ones own
yaḥ kopaṃ kartuṃ śamayituṃ vā śaktas tatraupajāpaḥ kāryaḥ //	In the case of a person who is capable of causing or alleviating troubles, intrigue should be made use of;
yaḥ satyasaṃdhaḥ śaktaḥ karmaṇi phalaavāptau caanugrahītuṃ vinipāte ca trātuṃ tatra pratijāpaḥ kāryaḥ,	and in the case of a person who is of reliable character, able to undertake works, and to favour his ally in his success, and to afford protection against calamities, counterintrigue pratijápa should be made use of to keep his friendship secure
tarkayitavyaś ca kalyāṇabuddhir utaaho śaṭha iti //	It should also be considered whether the person is of good disposition or of obstinate temper satha
śaṭho hi bāhyoabhyantaram evam upajapati bhartāraṃ cedd hatvā māṃ pratipādayiṣyati śatruvadho bhūmilābhaś ca me dvividho	The intrigue carried on by a foreigner of obstinate temper with local persons is of the following formIf after killing his own master, he comes to me, then will secure these two objects, the destruction of my enemy and the acquisition of the enemys lands;
atha vā śatrur enam āhaniṣyatiiti hatabandhupakṣas tulyadoṣadaṇḍenaudvignaś ca me bhūyān akṛtyapakṣo bhaviṣyati,	or else my enemy kills him, with the consequence that the Kautilyas Arthashastra 0 partisans of the relations killed, and other persons who are equally guilty and are therefore apprehensive of similar punishment to themselves will perturb my enemys peace when my enemy has no friends to count;
anyam anyaṃ caasya mukhyam abhityaktaśāsanena ghātayiṣyāmi iti // abhyantaro vā śaṭho bāhyam evam upajapati kośam asya hariṣyāmi,	or when my enemy falls to suspect any other person who is equally guilty, shall be able to cause the death of this or that officer under my enemys own command The intrigue carried on by a local person of obstinate temper with a foreigner is of the following formI shall either plunder the treasury of this king or destroy his army;
duṣṭaṃ vā bhartāram anena ghātayiṣyāmi,	shall murder my master by employing this man;
pratipannaṃ bāhyam amitraāṭavikeṣu vikramayiṣyāmi cakram asya sajyatām, vairam asya prasajyatām,	if my master consents, shall cause him to march against an external enemy or a wild tribe; let his Circle of States be brought to confusion, let him incur enmity with them;
tataḥ svaadhīno me bhaviṣyati,	then it is easy to keep him under my power, and conciliate him;
svayaṃ vā rājyaṃ grahīṣyāmiṇ baddhvā vā bāhyabhūmiṃ	or myself shall seize the kingdom; or, having bound him in chains, shall obtain both my masters land and outside land;
viruddhaṃ vāāvāhayitvā bāhyaṃ viśvastaṃ ghātayiṣyāmi,	or having caused the enemy of my master to march out, shall cause the enemy to be murdered in good faith;
śūnyaṃ vāasya mūlaṃ hariṣyāmi iti //	or shall seize the enemys capital when it is empty of soldiers
kalyāṇabuddhis tu sahajīvy artham upajapati // kalyāṇabuddhinā saṃdadhīta,	When a person of good disposition makes a conspiracy for the purpose of acquiring what is to be enjoyed by both then an agreement should be made with him
śaṭhaṃ tathā iti pratigṛhyaatisaṃdadhyāt iti //	Thus the form of policy to be adopted should be considered
evam upalabhya pare parebhyaḥ sve svebhyaḥ sve parebhyaḥ svataḥ pare / rakṣyāḥ svebhyaḥ parebhyaś ca nityam ātmā vipaścitā //E	Enemies from enemies, subjects from subjects, subjects from enemies, and enemies from subjects should ever be guarded; and both from his subjects and enemies, a learned man should ever guard his own person
(kṣayavyayalābhaviparimarśah)	End of the hundred and twentyfourth chapter from the beginning] CHAPTER
yugyapuruṣaapacayaḥ kṣayaḥ // hiraṇyadhānyaapacayo vyayaḥ //	CONSIDERATION ABOUT LOSS OF MEN, WEALTH, AND PROFIT Loss of trained men is what is called kshaya, loss of men Diminution of gold and grains is loss of wealth
tābhyāṃ bahuguṇaviśiṣṭe lābhe yāyāt //	When the expected profit overweighs both these; then one should march against an enemy
ādeyaḥ pratyādeyaḥ prasādakaḥ prakopako hrasvakālas tanukṣayoalpavyayo mahān vṛddhyudayaḥ kalyo dharmyaḥ purogaś caiti lābhasampat	The characteristics of an expected profit are that which is receivable, that which is to be returned, that which pleases all, that which excites hatred, that which is realised in a short time, that which entails little loss of men to earn, that which entails little loss of wealth to earn, that which is vast, that which is productive, that which is harmless, that which is just, and that which comes first
suprāpyaanupālyaḥ pareṣām apratyādeya ity ādeyaḥ //	When a profit is easily acquired and secured without the necessity of returning it to others, it is termed „receivable‟;
viparyaye pratyādeyaḥ //	that which is of the reverse nature is „repayable‟;
tam ādadānas tatrastho vā vināśaṃ prāpnoti //	whoever goes to receive a repayable profit or is enjoying it gets destruction
yadi vā paśyet pratyādeyam ādāya kośadaṇḍanicayarakṣāvidhānāny avasrāvayiṣyāmi,	When he, however, thinks that by taking a repayable profit shall cause my enemy‟s treasury, army, and other defensive resources to dwindle;
khanidravyahastivanasetubandhavaṇikpathān uddhṛtasārān kariṣyāmi,	shall exploit to impoverishment the mines, timber and elephant forests, irrigational works and roads of traffic of my enemy;
apavāhayiṣyāmi, āyogenaārādhayiṣyāmi vā,	shall impoverish his subjects, or cause them to migrate, or conspire against him;
tāḥ paraṃ pratiyogena kopayiṣyati, pratipakṣe vāasya paṇyam enaṃ kariṣyāmi,	when they are reduced to this condition, my enemy inflames their hatred by punishing them; or shall set my enemy against another enemy;
mitram āśrayaṃ vāasya vaiguṇyaṃ grāhayiṣyāmi,	my enemy will give up his hopes and run away to one who has some bloodrelationship Kautilyas Arthashastra 0 with him;
saṃhitasamutthitaṃ mitraṃ me cirāya bhaviṣyati iti pratyādeyam api lābham ādadīta //	or having improved his lands, shall return them to him, and when he is thus brought to ascendancy, he will be a lasting friend of mine,then he may take even a repayable profit
ity ādeyapratyādeyau vyākhyātau //	Thus receivable and repayable profits are explained
adhārmikād dhārmikasya lābho labhyamānaḥ sveṣāṃ pareṣāṃ ca prasādako bhavati //	That profit which a virtuous king receives from a wicked king pleases both his own and other people;
viparītaḥ prakopaka iti //	that which is of the reverse nature excites hatred;
mantriṇām upadeśāl lābhoalabhyamānaḥ kopako bhavati ayam asmābhiḥ kṣayavyayau grāhitaḥ iti // dūṣyamantriṇām anādarāl lābho labhyamānaḥ kopako bhavati siddhaarthoayam asmān vināśayiṣyati iti // viparītaḥ prasādakaḥ //	that profit which is received at the advice of ministers excites hatred, for they think „This king has reduced our party and impoverished us That profit which is received without caring for the opinion of treacherous ministers excites hatred, for they think Having made the profit, this king destroys us But that which is of the reverse nature pleases
iti prasādakakopakau vyākhyātau	Thus pleasing and provoking profits are explained
gamanamātrasādhyatvād hrasvakālah mantrasādhyatvāt tanukṣayaḥ // bhaktamātravyayatvād alpavyayah	That which is to be realised by negotiation mantrasáddhya entails little loss of men That which requires merely the expenditure of provisions for servants employed to earn it entails little loss of wealth
tadātvavaipulyān mahān //	That which is immediately of considerable value is vast
arthaanubandhakatvād vṛddhyudayaḥ //	That which is the source of wealth is productive
nirābādhakatvāt kalyaḥ //	That which is attained with no troubles is harmless
praśastaupādānād dharmyaḥ //	That which is acquired best is just
sāmavāyikānām anirbandhagāmitvāt purogaḥ iti //	That which is acquired without any hindrance from allies is profit coming first
/ tulye lābhe deśakālau śaktyupāyau priyaapriyau javaajavau sāmīpyaviprakarṣau	Kautilyas Arthashastra 0 When profits from two sources are equal, he should consider the place and time, the strength and means required to acquire it, affection and disaffection caused by it, intrigue and absence of intrigue involving it, its nearness and distance, its present and future effects, its constant worth or worthlessness, and its plentifulness and usefulness;
tadātvaanubandhau sāratvasātatye bāhulyabāhuguṇye ca vimṛśya bahuguṇayuktaṃ lābham ādadīta //	and he should accept only that profit which is possessed of most of the above good characteristics
/ lābhavighnāḥ kāmaḥ kopaḥ sādhvasaṃ kāruṇyaṃ hrīr anāryabhāvo mānaḥ sānukrośatā paralokaapekṣā dhārmikatvam atyāgitvaṃ dainyam asūyā hastagataavamāno	Obstructions to profit are passion, anger, timidity, mercy, bashfulness, living like one who is not an Arya, haughtiness, pity, desire for the other world, strict adherence to virtuous life, deception, neediness, envy, negligence of what is at hand, generosity, want of faith, fear, inability to endure cold, heat, and rain, and faith in the auspiciousness of lunar days and stars
nakṣatram ati pṛcchantaṃ bālam arthoativartate /	Wealth will pass away from that childish man who inquires most after the stars; for wealth is the star for wealth;
artho hy arthasya nakṣatraṃ kiṃ kariṣyanti tārakāḥ // naadhanāḥ prāpnuvanty arthān narā yatnaśatair api / arthair arthā prabadhyante gajāḥ prajigajair iva //E	what will the stars do? Capable men will certainly secure wealth at least after a hundred trials; and wealth is bound by wealth just as elephants are bound by counterelephants [Thus ends Chapter , Consideration about Loss of Men, Wealth and Profit,‟ in Book , The Work of an Invader, of the Arthasástra of Kautilya
(bāhyaabhyantarāś caāpadah)	End of the hundred and twentyfifth chapter from the beginning] CHAPTER
saṃdhyādīnām ayathāuddeśaavasthāpanam apanayaḥ //	THE formation of a treaty and other settlements otherwise Kautilyas Arthashastra 0 than they ought to have been made is impolicy
tasmād āpadaḥ sambhavanti //	From it arise dangers
bāhyautpattir abhyantarapratijāpā, abhyantarautpattir bāhyapratijāpā,	The various kinds of dangers are that which is of external origin and of internal abetment; that which is of internal origin and of external abetment;
bāhyautpattir bāhyapratijāpā, abhyantarautpattir abhyantarapratijāpā ity āpadaḥ //	that which is of external origin and of external abetment; and that which is of internal origin and of internal abetment
yatra bāhyā abhyantaraanupajapanti, abhyantarā vā bāhyān, tatraubhayayoge pratijapataḥ siddhir viśeṣavatī //	Where foreigners carry on an intrigue with local men or local men with foreigners, there the consequence of the intrigue carried on by the combination of local and foreign persons will be very serious
suvyājā hi pratijapitāro bhavanti,	Abettors of an intrigue have a better chance of success than its originators;
naupajapitāraḥ // teṣu praśānteṣu naanyānśaknuyur upajapitum upajapitāraḥ // kṛcchraupajāpā hi bāhyānām abhyantarās teṣām itare vā //	for when the originators of an intrigue are put down, others will hardly succeed in undertaking any other intrigue Foreigners can hardly win over local persons by intrigue; nor can local men seduce foreigners
mahataś ca prayatnasya vadhaḥ pareṣām, arthaanubandhaś caātmana iti //	Foreigners will find their vast efforts after all unavailing, and only conducive, to the prosperity of the king against whom they want to conspire
abhyantareṣu pratijapatsu sāmadāne prayuñjīta //	When local persons are abetting with foreigners, the means to be employed to suppress them are conciliation sáma and gifts dána
sthānamānakarma sāntvam //	The act of pleasing a man with a high rank and honour is conciliation;
anugrahaparihārau karmasv āyogo vā dānam //	favour and remission of taxes or employment to conduct stateworks is what is termed gifts
bāhyeṣu pratijapatsu bhedadaṇḍau prayuñjīta //	When foreigners are abetting, the king should employ the policy of dissension and coercion
sattriṇo mitravyañjanā vā bāhyānāṃ cāram eṣāṃ brūyuḥ ayaṃ vo rājā dūṣyavyañjanair atisaṃdhātukāmaḥ, budhyadhvam iti // dūṣyeṣu vā dūṣyavyañjanāḥ praṇihitā dūṣyān bāhyair bhedayeyuḥ, bāhyān vā dūṣyaiḥ //	Spies under the guise of friends may inform foreigners Mind, this man is desirous of deceiving you with the help of his own spies who are disguised as traitors Spies under the garb of traitors may mix with traitors and separate them from foreigners, or foreigners from local traitors
dūṣyān anupraviṣṭā vā tīkṣṇāḥ śastrarasābhyāṃ hanyuḥ //	Fiery spies may make friendship with traitors and kill them with weapons or Kautilyas Arthashastra 0 poison;
āhūya vā bāhyān ghātayeyuḥ //	or having invited the plotting foreigners, they may murder the latter
yatra bāhyā bāhyān upajapanti, abhyantarān abhyantarā vā, tatraekāntayoga upajapituḥ siddhir viśeṣavatī //	Where foreigners carry on an intrigue with foreigners, or local men with local men, there the consequences of the intrigue, unanimously carried on with a set purpose, will be very serious
doṣaśuddhau hi dūṣyā na vidyante //	When guilt is got rid of, there will be no guilty persons;
dūṣyaśuddhau hi doṣaḥ punar anyān dūṣayati //	but when a guilty person is got rid of, the guilt will contaminate others
tasmād bāhyeṣuupajapatsu bhedadaṇḍau prayuñjīta //	Hence, when foreigners carry on an intrigue, the king should employ the policy of dissension and coercion
sattriṇo mitravyañjanā vā brūyuḥ ayaṃ vo rājā svayam ādātukāmaḥ, vigṛhītāḥ sthānena rājñā, budhyadhvam iti // pratijapitur vā dūtadaṇḍān anupraviṣṭās tīkṣṇāḥ śastrarasaādibhir eṣāṃ chidreṣu prahareyuḥ //	Spies under the guise of friends may inform foreign conspirators Mind, this your king, with the desire of enriching himself, is naturally provoked against you all Then fiery spies may mix with the servants and soldiers of the abettor of foreign conspirators and kill them with weapons, poison, and other means
tataḥ sattriṇaḥ pratijapitāram abhiśaṃseyuḥ // abhyantarān abhyantareṣuupajapatsu yathāarham upāyaṃ prayuñjīta //	Other spies may then expose or betray the abettor When local men carry on an intrigue with local men, the king should employ necessary strategic means to put it down
tuṣṭaliṅgam atuṣṭaṃ viparītaṃ vā sāma prayuñjīta // śaucasāmarthyaapadeśena vyasanaabhyudayaavekṣaṇena vā pratipūjanam iti dānam //	He may employ the policy of conciliation with regard to those who keep the appearance of contentment, or who are naturally discontented or otherwise Gifts may be given under the pretext of having been satisfied with a favoured mans steadfastness in maintaining the purity of his character, or under the plea of anxious care about his weal or woe
mitravyañjano vā brūyād etān cittajñānaartham upadhāsyati vo rājā,	A spy under the garb of a friend may tell the local persons „Your king is attempting to find your heart;
tad asyaākhyātavyam iti // parasparād vā bhedayed enān asau caasau ca vo rājany evam upajapati iti bhedaḥ //	you should tell him the truth Or local men may be separated from each other, by telling them This man carries such a tale to the king against you And coercive measures may be employed as described in the Chapter on Awards of Punishments Of these four kinds of danger, internal danger should first be got rid of;
etāsāṃ catasṛṇām āpadām abhyantarām eva pūrvaṃ sādhayet // ahibhayād abhyantarakopo bāhyakopāt pāpīyān ity uktaṃ purastād // pūrvāṃ pūrvāṃ vijānīyāl laghvīm āpadam āpadām /	for it has been already stated that internal troubles like the fear from a lurking snake are more serious than external troubles Kautilyas Arthashastra 0 One must consider that of these four kinds of danger, that which is mentioned first is less grave than the one subsequently mentioned, whether or not it is caused by powerful persons;
utthitāṃ balavadbhyo vā gurvīṃ laghvīṃ viparyaye //E	otherwise ie, when the danger is caused by insignificant persons, simple means may be used to get rid of it
(dūṣyaśatrusamyuktāh āpadah)	End of the hundred and twentysixth chapter from the beginning] CHAPTER
dūṣyebhyaḥ śatrubhyaś ca dvividhā śuddhā //	PERSONS ASSOCIATED WITH TRAITORS AND ENEMIES THERE are two kinds of innocent persons, those who have disassociated themselves from traitors and those who have kept themselves away from enemies
dūṣyaśuddhāyāṃ paureṣu jānapadeṣu vā daṇḍavarjān upāyān prayuñjīta //	In order to separate citizens and countrypeople from traitors, the king should employ all the strategic means, except coercion
daṇḍo hi mahājane kṣeptum aśakyaḥ //	It is very difficult to inflict punishment on an assembly of influential men;
kṣipto vā taṃ caarthaṃ na kuryāt, anyaṃ caanartham utpādayet //	and if inflicted at all, it may not produce the desired effect, but may give rise to undesirable consequences
mukhyeṣu tv eṣāṃ dāṇḍakarmikavac ceṣṭeta // śatruśuddhāyāṃ yataḥ śatruḥ pradhānaḥ kāryo vā tataḥ sāmaādibhiḥ siddhiṃ lipseta // svāminy āyattā pradhānasiddhiḥ,	He may, however, take steps against the leaders of the seditious as shown in the chapter on Awards of Punishments In order to separate his people from an enemy, he should employ conciliation and other strategic means to frustrate the attempt of those who are the enemys principal agents or by whom the enemys work is to be carried out
mantriṣv āyattāāyattasiddhiḥ, ubhayaāyattā pradhānaāyattasiddhiḥ //	success of efforts depends upon ministers; and success to be achieved through capable agents is, therefore, dependent both upon the king and his ministers
dūṣyaadūṣyāṇām āmiśritatvād āmiśrā // āmiśrāyām adūṣyataḥ siddhiḥ //	When, in spite of the combination of traitors and loyal persons, success is achieved, it is mixed success; when people are thus mixed, success is to be achieved through the agency of loyal persons;
ālambanaabhāve hy ālambitā na vidyante //	for in the absence of a support, nothing that requires a support for its existence can exist
mitraamitrāṇām ekībhāvāt paramiśrā // paramiśrāyāṃ mitrataḥ siddhiḥ // sukaro hi mitreṇa saṃdhiḥ,	When success is involved in the union of friends and enemies it is termed a success contaminated by an enemy; when success is contaminated by an enemy, it is to be achieved through the agency of a friend; for it is easy to attain success through a friend, but not through an enemy
mitraṃ cen na saṃdhim icched abhīkṣṇam upajapet // tataḥ sattribhir amitrād bhedayitvā mitraṃ labheta //	When a friend does not come to terms, intrigue should be frequently resorted to Through the agency of spies, the friend should be won over after separating him from the enemy
mitrasaṃghasya vā yoantasthāyī taṃ labheta //	Or attempts may be made to win him over who is the last among combined friends;
antasthāyini labdhe madhyasthāyino bhidyante //	for when he who is the last among combined friends is secured, those who occupy the middle rank will be separated from each other;
madhyasthāyinaṃ vā labheta //	or attempts may be made to win over a friend who occupies middle rank;
madhyasthāyini labdhe naantasthāyinaḥ saṃhanyante //	for when a friend occupying middle rank among combined kings is secured, friends, occupying the extreme ranks cannot keep the union
yathā caeṣām āśrayabhedas tān upāyān prayuñjīta //	In brief all those measures which tend to break their combination should be employed
dhārmikaṃ jātikulaśrutavṛttastavena sambandhena pūrveṣāṃ traikālyaupakārān apakārābhyāṃ vā sāntvayet //	A virtuous king may be conciliated by praising his birth, family, learning and character, and by pointing out the relationship which his ancestors had with the proposer of peace, or by describing the benefits and absence of enmity shown to him
/ nivṛttautsāhaṃ vigrahaśrāntaṃ pratihataupāyaṃ kṣayavyayābhyāṃ pravāsena caupataptaṃ śaucenaanyaṃ lipsamānam anyasmād vā śaṅkamānaṃ maitrīpradhānaṃ vā kalyāṇabuddhiṃ sāmnā sādhayet //	Or a king who is of good intentions, or who has lost his enthusiastic spirits, or whose strategic means are all exhausted and Kautilyas Arthashastra 0 thwarted in a number of wars, or who has lost his men and wealth, or who has suffered from sojourning abroad, or who is desirous of gaining a friend in good faith, or who is apprehensive of danger from another, or who cares more for friendship than anything else, may be won over by conciliation
lubdhaṃ kṣīṇaṃ vā tapasvimukhyaavasthāpanāpūrvaṃ dānena sādhayet //	Or a king who is greedy or who has lost his men may be won over by giving gifts through the medium of ascetics and chiefs who have been previously kept with him for the purpose
tat pañcavidhaṃ deyavisargo gṛhītaanuvartanam āttapratidānaṃ svadravyadānam apūrvaṃ parasveṣu svayaṃgrāhadānaṃ ca //	Gifts are of five kinds abandonment of what is to be paid; continuance of what is being given; repayment of what is received; payment of ones own wealth; and help for a voluntary raid on the property of others
parasparadveṣavairabhūmiharaṇaśaṅkitam atoanyatamena bhedayet //	When any two kings are apprehensive of enmity and seizure of land from each other, seeds of dissension may be sown between them
bhīruṃ vā pratighātena kṛtasaṃdhir eṣa tvayi karmakariṣyati,	The timid of the two may be threatened with destruction and may be told Having made peace with you, this king works against you;
mitram asya nisṛṣṭam, saṃdhau vā naabhyantaraḥ iti // yasya vā svadeśād anyadeśād vā paṇyāni paṇyaagāratayāāgaccheyuḥ tāni asya yātavyāl labdhāni iti sattriṇaś cārayeyuḥ //	the friend of this other king is permitted to make an open peace When from ones own country or from anothers country merchandise or commodities for manufacture in a manufactory are going to an enemys country, spies may spread the information that those commodities are obtained from one whom the enemy wanted to march against
bahulībhūte śāsanam abhityaktena preṣayet etat te paṇyaṃ paṇyaagāraṃ vā mayā te preṣitam,	When commodities are thus gathered in abundance the owner of the articles may send a message to the enemy These commodities and merchandise are sent by me to you;
sāmavāyikeṣu vikramasva, apagaccha vā,	please declare war against the combined kings or desert them;
tataḥ paṇaśeṣam avāpsyasi iti //	you will then get the rest of the tribute Then spies may inform the other kings of the combination;
tataḥ sattriṇaḥ pareṣu grāhayeyuḥ etad aripradattam iti // śatruprakhyātaṃ vā paṇyam avijñātaṃ vijigīṣuṃ gacchet //	These articles are given to him by your enemy Kautilyas Arthashastra The conqueror may gather some merchandise peculiar to his enemys country and unknown elsewhere
tad asya vaidehakavyañjanāḥ śatrumukhyeṣu vikrīṇīran // tataḥ sattriṇaḥ pareṣu grāhayeyuḥ etat paṇyam aripradattam iti //	Spies, under the garb of merchants, may sell that merchandise to other important enemies and tell them that that merchandise was given to the conqueror by the enemy whose countrys product it is
mahāaparādhān arthamānābhyām upagṛhya vā śastrarasaagnibhir amitre praṇidadhyāt //	Or having pleased with wealth and honour those who are highly treacherous among an enemys people, the conqueror may cause them to live with the enemy, armed with weapons, poison and fire
athaekam amātyaṃ niṣpātayet //	One of the ministers of the enemy may be killed
tasya putradāram upagṛhya rātrau hatam iti khyāpayet //	His sons and wife may be induced to say that the minister was killed at night by such and such a person
athaamātyaḥ śatros tān ekaekaśaḥ prarūpayet //	Then the enemys minister may ask every one of the family of the murdered minister as to the cause of the death
te ced yathāuktaṃ kuryur na caenān grāhayet //	If they say in reply as they are told, they may be caused to be set free;
aśaktimato vā grāhayet //	if they do not do so, they may be caused to be caught hold of
āptabhāvaupagato mukhyād asyaātmānaṃ rakṣaṇīyaṃ kathayet //	Whoever has gained the confidence of the king may tell the king the enemy that he the enemy has to guard his own person from such and such a minister
athaamitraśāsanaṃ mukhyaupaghātāya preṣitam ubhayavetano grāhayet //	Then the recipient of salaries from the two states the conquerors and the enemys state may inform the suspected minister to destroy the king
utsāhaśaktimato vā preṣayet amuṣya rājyaṃ gṛhāṇa, yathāasthito naḥ saṃdhiḥ iti //	Or such kings as are possessed of enthusiasm and power may be told Seize the country of this king, our treaty of peace standing as before Then spies should inform the particular king of the attempt of these kings and cause the destruction of the commissariat and of the followers of one of these kings
tataḥ sattriṇaḥ pareṣu grāhayeyuḥ //	Other spies, pretending to be friends, should inform these kings of the necessity of destroying the particular king
yasya vā pravīrapuruṣo hastī hayo vā mriyeta gūḍhapuruṣair hanyeta hriyeta vā sattriṇaḥ parasparaupahataṃ brūyuḥ //	When an enemys brave soldier, elephant, or horse dies, or is killed, or carried off by spies, other spies may tell the enemy that the death is due to mutual conflict among his followers
tataḥ śāsanam abhiśastasya preṣayet bhūyaḥ kuru tataḥ paṇaśeeṣam avāpsyasi iti //	The man who is employed to commit such murders may be asked to repeat his work again on the condition of his receiving the balance due to Kautilyas Arthashastra him
tad ubhayavetanā grāhayeyuḥ //	He should receive the amount from the recipient of salaries from two states;
bhinneṣv anyatamaṃ labheta //	when the kings party is thus divided, some may be won over to the side of the conqueror
tena senāpatikumāradaṇḍacāriṇo vyākhyātāḥ //	This explains the case of the commanderinchief, the prince, and the officers of the army of the enemy
sāṃdhikaṃ ca bhedaṃ prayuñjīta //	Likewise seeds of dissension may be sown among combined states
iti bhedakarma //	Thus the work of sowing the seeds of dissension
tīkṣṇam utsāhinaṃ vyasaninaṃ sthitaśatruṃ vā gūḍhapuruṣāḥ śastraagnirasaādibhiḥ sādhayeyuḥ,	Spies under concealment may, without the help of a fiery spy, murder by means of weapons, poison or other things a fortified enemy who is of mean character or who is under troubles;
tīkṣṇo hy ekaḥ śastrarasaagnibhiḥ sādhayet // ayaṃ sarvasaṃdohakarma viśiṣṭaṃ vā karoti //	any one of hidden spies may do the work when it is found easy; or a fiery spy alone may do the work by means of weapons, poison or fire; for a fiery spy can do what others require all the necessary aids to do
ity upāyacaturvargaḥ //	Thus the four forms of strategic means
pūrvaḥ pūrvaś caasya laghiṣṭhaḥ //	Of these means, that which comes first in the order of enumeration is, as stated in connection with invaders, easier than the rest
sāntvam ekaguṇam //	Conciliation is of single quality;
dānaṃ dviguṇaṃ sāntvapūrvam //	gift is twofold, since conciliation precedes it;
bhedas triguṇaḥ sāntvadānapūrvaḥ //	dissension is threefold, since conciliation and gift precede it;
daṇḍaś caturguṇaḥ sāntvadānabhedapūrvaḥ //	and conciliatory coercion is fourfold, since conciliation, gift, and dissension precede it
svabhūmiṣṭheṣu tu ta evaupāyāḥ //	The same means are employed in the case of local enemies, too;
