yaḥ soma sakhye tava raraṇat deva martyaḥ tam dakṣaḥ sacate kavi ḥ	O Soma, God, the mortal man who in thy friendship hath delight, Him doth the mighty Sage befriend.
pra sūtaḥ bhakṣam akaram carau api stomam ca imam prathamaḥ sūriḥ ut mr̥je sute sātena yadi ā agamam vām prati viśvāmitrajamadagnī iti dame	I, too, urged on, have had my portion, in the bowl, and as first Prince I drew forth this my hymn of praise, When with the prize I came unto the flowing juice, O Viṣvâmitra, Jamadagni, to your home.
vātasya nu mahimānam rathasya rujan eti stanayan asya ghoṣaḥ di vi spr̥k yāti aruṇāni kr̥ṇvan uto iti eti pr̥thivyā reṇum asyan	O THE Wind's chariot, O its power and glory! Crashing it goes and hath a voice of thunder. It makes the regions red and touches heaven, and as it moves the dust of earth is scattered.
sam pra īrate anu vātasya vi sthāḥ ā enam gacchanti samanam na yoṣāḥ tābhiḥ sa yuk sa ratham devaḥ īyate asya viśvasya bhuvanasya rājā	Along the traces of the Wind they hurry, they come to him as dames to an assembly. Borne on his car with these for his attendants, the God speeds forth, the universe's Monarch.
antarikṣe pathi bhiḥ īyamānaḥ na ni viśate katamat cana ahariti apām sakhā prathama jāḥ r̥ta vā kva svit jātaḥ kutaḥ ā babhūva	Travelling on the paths of air's midregion, no single day doth he take rest or slumber. Holy and earliest-born, Friend of fhe waters, where did he spring and from what region came he?
ātmā devānām bhuvanasya garbhaḥ yathāvaśam carati devaḥ eṣaḥ ghoṣāḥ it asya śr̥ṇvire na rūpam tasmai vātāya haviṣā vidhema	Germ of the world, the Deities' vital spirit, this God moves ever as his will inclines him. His voice is heard, his shape is ever viewless. Let us adore this Wind with our oblation.
mayaḥ bhūḥ vātaḥ abhi vātu usrāḥ ūrjasvatīḥ oṣadhīḥ ā riśantām pīvasvatīḥ jīva dhanyāḥ pibantu avasāya pat vate rudra mr̥l̥a	MAY the wind blow upon our Cows with healing: may they eat herbage full of vigorous juices. May they drink waters rich in life and fatness: to food that moves on feet be gracious, Rudra.
yāḥ sa rūpāḥ vi rūpāḥ eka rūpāḥ yāsām agniḥ iṣṭyā nāmāni veda yāḥ aṅgirasaḥ tapasā iha cakruḥ tābhyaḥ parjanya mahi śarma yaccha	Like-coloured, various-hued, or single-coloured, whose names through sacrifice are known to Agni, Whom the Angirases produced by Fervour,vouchsafe to these, Parjanya, great protection.
yāḥ deveṣu tanvam airayanta yāsām somaḥ viśvā rūpāṇi veda tāḥ asmabhyam payasā pinvamānāḥ prajāvatīḥ indra go sthe rirīhi	Those who have offered to the Gods their bodies, whose varied forms are all well known to Soma,– Those grant us in our cattle-pen, O Indra, with their full streams of milk and plenteous offspring.
prajāpatiḥ mahyam etāḥ rarāṇaḥ viśvaiḥ devaiḥ pitr̥ bhiḥ sam vidānaḥ śivāḥ satīḥ upa naḥ go stham ā akar ity akaḥ tāsām vayam pra jayā sam sadema	Prajâpati, bestowing these upon me, one-minded with all Gods and with the Fathers, Hath to our cow-pen brought auspicious cattle: so may we own the offspring they will bear us.
vi bhrāṭ br̥hat pibatu somyam madhu āyuḥ dadhat yajña patau avi hutam vāta jūtaḥ yaḥ abhi rakṣati tmanā pra jāḥ pupoṣa purudhā vi rājat i	MAY the Bright God drink glorious Soma-mingled meath, giving the sacrifice's lord uninjured life; He who, wind-urged, in person guards our offspring well, hath nourished them with food and shines o'er many a land.
vi bhrāṭ br̥hat su bhr̥tam vāja sātamam dharmam divaḥ dharuṇe satyam arpitam amitra hā vr̥tra hā dasyuhan tamam jyotiḥ jajñe asura hā sapatna hā	Radiant, as high Truth, cherished, best at winning strength, Truth based upon the statute that supports the heavens, He rose, a light, that kills Vr̥itras and enemies, best slayer of the Dasyus, Asuras, and foes.
idam śreṣṭham jyotiṣām jyotiḥ ut tamam viśva jit dhana jit ucyate br̥hat viśva bhrāṭ bhrājaḥ mahi sūryaḥ dr̥śe uru paprathe sahaḥ ojaḥ acyutam	This light, the best of lights, supreme, all-conquering, winner of riches, is exalted with high laud. All-lighting, radiant, mighty as the Sun to see, he spreadeth wide unfailing victory and strength.
vi bhrājam jyotiṣā svaḥ agacchaḥ rocanam divaḥ yena imā viśvā bhuvanāni ābhr̥tā viśva karmaṇā viśvadevya vatā	Beaming forth splendour with thy light, thou hast attained heaven's lustrous realm. By thee were brought together all existing things, possessor of all Godhead, All-effecting God.
tvam tyam iṭataḥ ratham indra pra āvaḥ suta vataḥ aśr̥ṇoḥ somina havam	FOR Iṭa's sake who pressed the juice, thou, Indra, didst protect his car, And hear the Soma-giver's call.
tvam makhasya dodhataḥ śiraḥ ava tvacaḥ bharaḥ agacchaḥ sominaḥ gr̥ham	Thou from his skin hast borne the head of the swift-moving combatant, And sought the Soma-pourer's home.
tvam tyam indra martyam āstra budhnāya venyam muhuḥ śrathnāḥ manasyave	Venya, that mortal man, hast thou, for Âstrabudhna the devout, O Indra, many a time set free.
tvam tyam indra sūryam paścā santam puraḥ kr̥dhi devānām cit tiraḥ vaśam	Bring, Indra, to the east again that Sun who now is in the west, Even against the will of Gods.
ā yāhi vanasā saha gāvaḥ sacanta vartanim yat ūdha bhiḥ	WITH all thy beauty come: the kine approaching with full udders follow on thy path.
ā yāhi vasvyā dhiyā maṁhiṣṭhaḥ jārayat makhaḥ sudānu bhiḥ	Come with kind thoughts, most liberal, rousing the warrior's hymn of praise, with bounteous ones,
pitu bhr̥taḥ na tantum it su dānavaḥ prati dadhmaḥ yajāmasi	As nourishers we tie the thread, and, liberal with our bounty, offer sacrifice.
uṣāḥ apa svasuḥ tamaḥ sam vartayati vartanim su jātatā	Dawn drives away her Sister's gloom, and, through her excellence, makes her retrace her path.
ā tvā ahārṣam antaḥ edhi dhruvaḥ tiṣṭha avi cācaliḥ viśaḥ tvā sarvāḥ vāñchantu mā tvat rāṣṭram adhi bhraśat	BE with us; I have chosen thee: stand stedfast and immovable. Let all the people wish for thee let not thy kingship fall away.
iha eva edhi mā apa cyoṣṭhāḥ parvataḥ iva avi cācaliḥ indra iva iha dhruvaḥ tiṣṭha iha rāṣṭram oṁ iti dhāraya	Be even here; fall not away be like a mountain unremoved. Stand stedfast here like Indra's self, and hold the kingship in the grasp.
imam indraḥ adīdharat dhruvam dhruveṇa haviṣā tasmai somaḥ adhi bravat tasmai oṁ iti brahmaṇaḥ patiḥ	This man hath Indra stablished, made secure by strong oblation's power. May Soma speak a benison, and Brahmaṇaspati, on him.
dhruvā dyauḥ dhruvā pr̥thivī dhruvāsaḥ parvatāḥ ime dhruvam viśvam idam jagat dhruvaḥ rājā viśām ayam	Firm is the sky and firm the earth, and stedfast also are these hills. Stedfast is all this living world, and stedfast is this King of men.
dhruvam te rājā varuṇaḥ dhruvam devaḥ br̥haspatiḥ dhruvam te indraḥ ca agniḥ ca rāṣṭram dhārayatām dhruvam	Stedfast, may Varuṇa the King, stedfast, the God Br̥ihaspati, Stedfast, may Indra, stedfast too, may Agni keep thy stedfast reign.
dhruvam dhruveṇa haviṣā abhi somam mr̥śāmasi atho iti te indraḥ kevalīḥ viśaḥ bali hr̥taḥ karat	On constant Soma let us think with constant sacrificial gift And then may Indra make the clans bring tribute unto thee alone.
abhi vartena haviṣā yena indraḥ abhi vavr̥te tena asmān brahmaṇaḥ pate abhi rāṣṭrāya vartaya	WITH offering for success in fight whence Indra was victorious. With this, O Brahmaṇaspati, let us attain to royal sway.
abhi vr̥tya sa patnān abhi yāḥ naḥ arātayaḥ abhi pr̥tanyantam tiṣṭha abhi yaḥ naḥ irasyati	Subduing those who rival us, subduing all malignities, Withstand the man who menaces, withstand the man who angers us.
abhi tvā devaḥ savitā abhi somaḥ avīvr̥tat abhi tvā viśvā bhūtāni abhi vartaḥ yathā asasi	Soma and Savitar the God have made thee a victorious King All elements have aided thee, to make thee general conqueror.
yena indraḥ haviṣā kr̥tvī abhavat dyumnī ut tamaḥ idam tat akri devāḥ asapatnaḥ kila abhuvam	Oblation, that which Indra. gave and thus grew glorious and most high,– This have I offered, Gods! and hence now, verily, am rivalless.
asapatnaḥ sapatna hā abhi rāṣṭraḥ vi sasahiḥ yathā aham eṣām bhūtānām vi rājāni janasya ca	Slayer of rivals, rivalless, victorious, with royal sway, Over these beings may I rule, may I be Sovran of the folk.
pra vaḥ grāvāṇaḥ savitā devaḥ suvatu dharmaṇā dhūḥ su yujyadhvam sunuta	MAY Savitar the God, O Stones, stir you according to the Law: Be harnessed to the shafts, and press.
grāvāṇaḥ apa ducchunām apa sedhata duḥ matim usrāḥ kartana bheṣajam	Stones, drive calamity away, drive ye away malevolence: Make ye the Cows our medicine.
grāvāṇaḥ upareṣu ā mahīyante sa joṣasaḥ vr̥ṣṇe dadhataḥ vr̥ṣṇyam	Of one accord the upper Stones, giving the Bull his bull-like strength, Look down with pride on those below.
grāvāṇaḥ savitā nu vaḥ devaḥ suvatu dharmaṇā yajamānāya sunvate	May Savitar the God, O Stones, stir you as Law commands for him Who sacrifices, pouring juice.
pra sūnavaḥ r̥bhūṇām br̥hat navanta vr̥janā kṣāma ye viśva dhāyasaḥ aśnan dhenum na mātaram	WITH hymns of praise their sons have told aloud the R̥ibhus' mighty deeds. Who, all-supporting, have enjoyed the earth as, twere a mother cow.
pra devam devyā dhiyā bharata jāta vedasam havyā naḥ vakṣat ānuṣak	Bring forth the God with song divine, being Jâtavedas hitherward, To bear our gifts at once to heaven.
ayam oṁ iti syaḥ pra deva yuḥ hotā yajñāya nīyate rathaḥ na yoḥ abhi vr̥taḥ ghr̥ṇi vān cetati tmanā	He here, a God-devoted Priest, led forward comes to sacrifice. Like a car covered for the road, he, glowing, knows, himself, the way.
ayam agniḥ uruṣyati amr̥tāt iva janmanaḥ sahasaḥ cit sahīyān devaḥ jīvātave kr̥taḥ	This Agni rescues from distress, as 'twere from the Immortal Race, A God yet mightier than strength, a God who hath been made for life.
pataṅgam aktam asurasya māyayā hr̥dā paśyanti manasā vipaḥ citaḥ samudre antariti kavayaḥ vi cakṣate marīcīnām padam icchanti vedhasaḥ	THE sapient with their spirit and their mind behold the Bird adorned with all an Asura's magic might. Sages observe him in the ocean's inmost depth: the wise disposers seek the station of his rays.
pataṅgaḥ vācam manasā bibharti tān gandharvaḥ avadat garbhe antar iti tām dyotamānām svaryam manīṣām r̥tasya pade kavayaḥ ni pānti	The flying Bird bears Speech within his spirit: erst the Gandharva in the womb pronounced it: And at the seat of sacrifice the sages cherish this radiant, heavenly-bright invention.
apaśyam gopām ani padyamānam ā ca parā ca pathi bhiḥ carantam saḥ sadhrīcīḥ saḥ viṣūcīḥ vasānaḥ ā varīvarti bhuvaneṣu antariti	I saw the Herdsman, him who never resteth, approaching and departing on his pathways. He, clothed in gathered and diffusive splendour, within the worlds continually travels.
tyam oṁ iti su vājinam deva jūtam saha vānam taru tāram rathānām ariṣṭa nemim pr̥tanājam āśum svastaye tārkṣyam iha huvema	THIS very mighty one whom Gods commission, the Conqueror of cars, ever triumphant, Swift, fleet to battle, with uninjured fellies, even Târkshya for our weal will we call hither.
indrasya iva rātim ājohuvānāḥ svastaye nāvam iva ā ruhema urvī iti na pr̥thvī iti bahuleiti gabhīreiti mā vām āitau mā parāitau riṣāma	As though we offered up our gifts to Indra, may we ascend. him as a ship. for safety. Like the two wide worlds, broad, deep far-extended, may we be safe both when he comes and leaves you.
sadyaḥ cit yaḥ śavasā pañca kr̥ṣṭīḥ sūryaḥ iva jyotiṣā apaḥ tatāna sahasra sāḥ śata sāḥ asya raṁhiḥ na sma varante yuvatim na śaryām	He who with might the Five Lands hath pervaded, like Sûrya with his lustre, and the waters- His strength wins hundreds, thousands none avert it, as- the young maid repelleth not her lover.
ut tiṣṭhata ava paśyata indrasya bhāgam r̥tviyam yadi śrātaḥ juhotana yadi aśrātaḥ mamattana	Now lift ye up yourselves and look on Indra's seasonable share. If it be ready, offer it; unready, ye have been remise.
śr̥ātam haviḥ o iti su indra pra yāhi jagāma sūraḥ adhvanaḥ vi madhyam pari tvā āsate nidhi bhiḥ sakhāyaḥ kula pāḥ na vrāja patim carantam	Oblation is prepared: come to us, Indra; the Sun hath travelled over half his journey. Friends with their stores are sitting round thee waiting like lords of clans for the tribe's wandering chieftain.
śrātam manye ūdhani śrātam agnau su śrātam manye tat r̥tam navīyaḥ mādhyandinasya savanasya dadhnaḥ piba indra vajrin puru kr̥t juṣāṇaḥ	Dressed in the udder and on fire, I fancy; well-dressed, I fancy, is this recent present. Drink, Indra, of the curd of noon's libation with favour, Thunderer, thou whose deeds are mighty.
pra sasahiṣe puru hūta śatrūn jyeṣṭhaḥ te śuṣmaḥ iha rātiḥ astu indra ā bhara dakṣiṇena vasūni patiḥ sindhūnām asi revatīnām	O MUCH-INVOKED, thou hast subdued thy foemen: thy might is loftiest; here display thy bounty. In thy right hand, O Indra, bring us treasures: thou art the Lord of rivers filled with riches.
mr̥gaḥ na bhīmaḥ kucaraḥ giri sthāḥ parāvataḥ ā jagantha parasyāḥ sr̥kam sam śāya pavim indra tigmam vi śatrūn tāl̥hi vi mr̥dhaḥ nudasva	Like a dread wild beast roaming on the mountain thou hast approached us from the farthest distance. Whetting thy bold and thy sharp blade, O Indra, crush thou the foe and scatter those who hate us.
indra kṣatram abhi vāmam ojaḥ ajāyathāḥ vr̥ṣabha carṣaṇīnām apa anudaḥ janam amitra yantam urum devebhyaḥ akr̥ṇoḥ oṁ iti lokam	Thou, mighty Indra, sprangest into being as strength for lovely lordship o'er the people. Thou drovest off the folk who were unfriendly, and to the Gods thou gavest room and freedom.
prathaḥ ca yasya sa prathaḥ ca nāma ānu stubhasya haviṣaḥ hav iḥ yat dhātuḥ dyutānāt savituḥ ca viṣṇoḥ ratham taram ā jabhāra vasiṣṭhaḥ	Vasishṭha mastered the Rathantara, took it from radiant Dhatar, Savitar, and Vishṇu, Oblation, portion of fourfold oblation, known by the names of Saprathas and Prathas.
avindan te ati hitam yat āsīt yajñasya dhāma paramam guhā yat dhātuḥ dyutānāt savituḥ ca viṣṇoḥ bharat vājaḥ br̥hat ā cakre agneḥ	These sages found what lay remote and hidden, the sacrifice's loftiest secret essence. From radiant Dhatar, Savitar, and Vishṇu, from Agni, Bharadvâja brought the Br̥ihat.
te avindan manasā dīdhyānāḥ yajuḥ skannam prathamam deva yānam dhātuḥ dyutānāt savituḥ ca viṣṇoḥ ā sūryāt abharan gharmam ete	They found with mental eyes the earliest Yajus, a pathway to the Gods, that had descended. From radiant Dhitar, Savitar, and Vishṇu, from Sûrya did these sages bring the Gharma.
br̥haspatiḥ nayatu duḥ gahā tiraḥ punaḥ neṣat agha śaṁsāya manma kṣipat aśastim apa duḥ matim han atha karat yajamānāya śam yoḥ	Br̥ihaspati lead us safely over troubless and turn his evil thought against the sinner; Repel the curse, and drive away ill-feeling, and give the sacrificer peace and cornfort!
narāśaṁsaḥ naḥ avatu pra yāje śam naḥ astu anu yājaḥ haveṣu kṣipat aśastim apa duḥ matim han atha karat yajamānāya śam yoḥ	May Narâṣansa aid us at Prayâja: blest be our Anuyâja at invokings. May he repel the curse, and chase ill-feeling, and give the sacrificer peace and comfort.
tapuḥ mūrdhā tapatu rakṣasaḥ ye brahma dviṣaḥ śarave hantavai oṁ iti kṣipat aśastim apa duḥ matim han atha karat yajamānāya śam yoḥ	May he whose head is flaming burn the demons, haters of prayer, so that the arrow slay them. May he repel the curse and chase ill-feeling, and give the sacrificer peace and comfort.
apaśyam tvā manasā cekitānam tapasaḥ jātam tapasaḥ vi bhūtam iha pra jām iha rayim rarāṇaḥ pra jāyasva pra jayā putra kāma	I SAW thee meditating in thy spirit what sprang from Fervour and hath thence developed. Bestowing offspring here, bestowing riches, spread in thine offspring, thou who cravest children.
apaśyam tvā manasā dīdhyānām svāyām tanū iti r̥tvye nādhamānām upa mām uccā yuvatiḥ babhūyāḥ pra jāyasva pra jayā putra kāma	I saw thee pondering in thine heart, and praying that in due time thy body might be fruitful. Come as a youthful woman, rise to meet me: spread in thine offspring, thou who cravest children.
aham garbham adadhām oṣadhīṣu aham viśveṣu bhuvaneṣu antariti aham pra jāḥ ajanayam pr̥thivyām aham jani bhyaḥ aparīṣuputrān	In plants and herbs, in all existent beings I have deposited the germ of increase. All progeny on earth have I engendered, and sons in women who will be hereafter.
viṣṇuḥ yonim kalpayatu tvaṣṭā rūpāṇi piṁśatu ā siñcatu prajāpatiḥ dhātā garbham dadhātu te	MAY Vishṇu form and mould the womb, may Tvashṭar duly shape the forms, Prajâpati infuse the stream, and Dhatar lay the germ for thee.
garbham dhehi sinīvāli garbham dhehi sarasvati garbham te aśvinau devau ā dhattām puṣkara srajā	O Sinîvâlî, set the germ, set thou the germ, Sarasvatî: May the Twain Gods bestow the germ, the Aṣvins crowned with lotuses.
hiraṇyayī iti araṇī iti yam niḥ manthataḥ aśvinā tam te garbham havāmahe daśame māsi sūtave	That which the Aṣvins Twain rub forth with the attrition-sticks of gold,– That germ of thine we invocate, that in the tenth month thou mayst bear.
mahi trīṇām avaḥ astu dyukṣam mitrasya aryamṇaḥ duḥ ādharṣam varuṇasya	GREAT, unassailable must he the heavenly favour of' Three Gods, Varuṇa, Mitra, Aryaman.
nahi teṣām amā cana na adhva su vāraṇeṣu īśe ripuḥ agha śaṁsaḥ	O'er these, neither at home nor yet abroad or pathways that are Strange, The evil-minded foe hath power
yasmai putrāsaḥ aditeḥ pra jīvase martyāya jyotiḥ yacchanti ajasram	Nor over him,. the man on whom the Sons of Aditi bestow Eternal light that he may live.
vātaḥ ā vātu bheṣajam śam bhu māyaḥ bhu naḥ hr̥de pra naḥ āyūṁṣi tāriṣat	FILLING our hearts with health and joy, may Vâta breathe his balm on us May he prolong our days of life.
uta vāta pitā asi naḥ uta bhrātā uta naḥ sakhā saḥ naḥ jīvātave kr̥dhi	Thou art our Father, Vâta, yea, thou art a Brother and a friend, So give us strength that we may live.
yat adaḥ vāta te gr̥he amr̥tasya nidhiḥ hitaḥ tataḥ naḥ dehi jīvase	The store of Amrit laid away yonder, O Vâta, in thine home,– Give us thereof that we may live.
pra agnaye vācam īraya vr̥ṣabhāya kṣitīnām saḥ naḥ parṣat ati dv iṣaḥ	To Agni send I forth my song, to him the Bull of all the folk: So may he bear us past our foes.
yaḥ parasyāḥ parāvataḥ tiraḥ dhanva ati rocate saḥ naḥ paṣart ati dviṣaḥ	Who from the distance far away shines brilliantly across the wastes: So may he bear us past our foes.
yaḥ rakṣāṁsi ni jūrvati vr̥ṣā śukreṇa śociṣā saḥ naḥ parṣat ati dvi ṣaḥ	The Bull with brightly-gleaming flame who utterly consumes the fiends So may he bear us past our foes.
yaḥ viśvā abhi vi paśyati bhuvanā sam ca paśyati saḥ naḥ paṣart ati dviṣaḥ	Who looks on all existing things and comprehends them with his view: So may he bear us past our foes.
yaḥ asya pāre rajasaḥ śukraḥ agniḥ ajāyata saḥ naḥ parṣat at i dviṣaḥ	Resplendent Agni, who was born in farthest region of the air: So may he bear us past our foes.
pra nūnam jāta vedasam aśvam hinota vājinam idam naḥ barhiḥ āsade	Now send ye Jâtavedas forth, send hitherward the vigorous Steed To seat him on our sacred grass.
asya pra jāta vedasaḥ vipra vīrasya mīl̥huṣaḥ mahīm iyarmi su stutim	I raise the lofty eulogy of Jâtavedas, raining boons, With sages for his hero band.
yāḥ rucaḥ jāta vedasaḥ deva trā havya vāhanīḥ tābhiḥ naḥ yajñam invatu	With flames of Jâtavedas which carry oblation to the Gods, May he promote our sacrifice.
ā ayam gauḥ pr̥śniḥ akramīt asadat mātaram puraḥ pitaram ca pra yan [svar iti]svaḥ	THIS spotted Bull hath come, and sat before the Mother in the east, Advancing to his Father heaven.
antariti carati rocanā asya prāṇāt apa anatī vi akhyat mahiṣaḥ divam	Expiring when he draws his breath, she moves along the lucid spheres: The Bull shines out through all the sky.
triṁśat dhāma vi rājati vāk pataṅgāya dhīyate prati vastoḥ aha dyu bh iḥ	Song is bestowed upon the Bird: it rules supreme through thirty realms Throughout the days at break of morn.
r̥tam ca satyam ca abhīddhāt tapasaḥ adhi ajāyata tataḥ rātrī ajāyata tataḥ samudraḥ arṇavaḥ	FROM Fervour kindled to its height Eternal Law and Truth were born: Thence was the Night produced, and thence the billowy flood of sea arose.
samudrāt arṇavāt adhi savvaṁtsaraḥ ajāyata ahorātrāṇi vi dadhat viśvasya miṣataḥ vaśī	From that same billowy flood of sea the Year was afterwards produced, Ordainer of the days nights, Lord over all who close the eye.
sūryācandramasau dhātā yathāpūrvam akalpayat divam ca pr̥thivīm ca antarikṣam atho svaḥ	Dhatar, the great Creator, then formed in due order Sun and Moon. He formed in order Heaven and Earth, the regions of the air, and light.
sam sam it yuvase vr̥ṣan agne viśvāni aryaḥ ā il̥aḥ pade sam idhyase saḥ naḥ vasūni ā bhara	THOU, mighty Agni, gatherest up all that is precious for thy friend. Bring us all treasures as thou art enkindled in libation's place
sam gacchadhvam sam vadadhvam sam vaḥ manāṁsi jānatām devāḥ bhāgam yathā pūrve sam jānānāḥ upa āsate	Assemble, speak together: let your minds be all of one accord, As ancient Gods unanimous sit down to their appointed share.
samānaḥ mantraḥ sam itiḥ samānī samānam manaḥ saha cittam eṣām samānam mantram	The place is common, common the assembly, common the mind, so be their thought united. A common purpose do I lay before you, and worship with your general oblation.
samānī vaḥ ākūtiḥ samānā hr̥dayāni vaḥ samānam astu vaḥ manaḥ yathā vaḥ su saha asati	One and the same be your resolve, and be your minds of one accord. United be the thoughts of all that all may happily agree.
<b>(ऋव्_१०,९२)यज्ञस्य वः रथ्यम् विश्पतिम् विशाम् होतारम् अक्तोः अतिथिम् विभावसुम् शोचन् शुष्कासु हरिणीषु जर्भुरत् वृषा केतुः यजतः द्याम् अशायत	I PRAISE your Charioteer of sacrifice, the Lord of men, Priest of the tribes, refulgent, Guest of night. Blazing amid dry plants, snatching amid the green, the Strong, the Holy Herald hath attained to heaven.
agnim īl̥e puraḥ hitam yajñasya devam r̥tvijam hotāram ratna dhātamam	Agni I praise, the household priest, God, minister of sacrifice, Invoker, best bestowing wealth.
agniḥ pūrvebhiḥ r̥ṣi bhiḥ īḍyaḥ nūtanaiḥ uta saḥ devān ā iha vakṣati	Agni is worthy to be praised, By present as by seers of old: May he to us conduct the gods.
agninā rayim aśnavat poṣam eva dive dive yaśasam vīravat tamam	Through Agni may we riches gain, And day by day prosperity Replete with fame and manly sons.
agne yam yajñam adhvaram viśvataḥ pari bhūḥ asi saḥ it deveṣu gacchati	The worship and the sacrifice, Guarded by thee on every side, Go straight, O Agni, to the gods.
agniḥ hotā kavi kratuḥ satyaḥ citraśravaḥ tamaḥ devaḥ devebhiḥ ā gamat	May Agni, the invoker, wise And true, of most resplendent fame, The god, come hither with the gods.
yat aṅga dāśuṣe tvam agne bhadram kariṣyasi tava it tat satyam aṅgiraḥ	Whatever good thou wilt bestow, O Agni, on the pious man, That gift comes true, O Angiras.
upa tvā agne dive dive doṣāvastaḥ dhiyā vayam namaḥ bharantaḥ ā imasi	To thee, O Agni, day by day, O thou illuminer of gloom, With thought we, bearing homage, come:
rājantam adhvarāṇām gopām r̥tasya dīdivim vardhamānam sve dame	To thee the lord of sacrifice, The radiant guardian of the Law, That growest in thine own abode.
saḥ naḥ pitāiva sūnave agne su upāyanaḥ bhava sacasva naḥ svastaye	So, like a father to his son, Be easy of approach to us; Agni, for weal abide with us.
indrasya nu vīryāṇi pra vocam yāni cakāra prathamāni vajrī ahan ahim anu apaḥ tatarda pra vakṣaṇāāḥ abhinat parvatānām	I will proclaim the manly deeds of Indra, The first that he performed, the lightning-wielder. He slew the serpent, then discharged the waters, And cleft the caverns of the lofty mountains.
ahan ahim parvate śiśriyāṇam tvaṣṭā asmai vajram svaryam tatakṣa vāśrāḥ iva dhenavaḥ syandamānāḥ añjaḥ samudram ava jagmuḥ āpaḥ	He slew the serpent lying on the mountain: For him the whizzing bolt has Tvaṣṭar fashioned. Like lowing cows, with rapid current flowing, The waters to the ocean down have glided.
vr̥ṣa yamāṇaḥ avr̥ṇīta somam tri kadrukeṣu apibat sutasya ā sāyakam maghavā adatta vajram ahan enam prathama jām ahīnām	Impetuous like a bull he chose the Soma, And drank in threefold vessels of its juices. The bounteous god grasped lightning for his missile; He struck down dead that first-born of the serpents.
yat indra ahan prathama jām ahīnām āt māyinām amināḥ pra uta māyāḥ āt sūryam janayan dyām uṣāsam tādītnā śatrum na kilā vivitse	When thou hadst slain the first-born of the serpents, And thwarted all the wiles of crafty schemers, Anon disclosing sun, and dawn, and heaven, Thou truly foundest not a foe, O Indra.
ahan vr̥tram vr̥tra taram vi aṁsam indraḥ vajreṇa mahatā vadhena skandhāṁsi iva kuliśena vi vr̥kṇā ahiḥ śayate upa pr̥k pr̥thivyāḥ	Indra slew Vṛtra and one worse than Vṛtra, Vyaṃsa, with lightning, his resistless weapon: Like trunks of trees, with axes hewn in pieces, The serpent clinging to the earth lay prostrate.
ayoddhāiva duḥ madaḥ ā hi juhve mahāvīram tuvi bādham r̥jīṣam na tārīt asya sam r̥tim vadhānām sam rujānāḥ pipiṣe indra śatruḥ	He like a drunken coward challenged Indra, The headlong, many-crushing, mighty hero. He parried not the onset of the weapons: The foe of Indra, falling, crushed the channels.
apāt ahastaḥ apr̥tanyat indram ā asya vajram adhi sānau jaghāna vr̥ṣṇaḥ vadhriḥ prati mānam bubhūṣan puru trā vr̥traḥ aśayat vi astaḥ	Footless and handless he with Indra battled, Who smote him then upon his back with lightning. But, impotent, he strove to match the hero: He lay with scattered limbs in many places.
nadam na bhinnam amuyā śayānam manaḥ ruhāṇāḥ ati yanti āpaḥ yāḥ cit vr̥traḥ mahinā pari atiṣṭhat tāsām ahiḥ patsutaḥśīḥ babhūva	As thus he lay, like broken reed, the waters, Now courage taking, surge across his body. He lies beneath the very feet of rivers Which Vṛtra with his might had close encompassed.
nīcāvayāḥ abhavat vr̥tra putrā indraḥ asyāḥ ava vadhaḥ jabhāra ut tarā sūḥ adharaḥ putraḥ āsīt dānuḥ śaye saha vatsā na dhenuḥ	The strength began to fail of Vṛtra's mother, For Indra had cast down his bolt upon her. Above the mother was, the son was under; And like a cow beside her calf lies Dānu.
atiṣṭhantīnām ani veśanānān kāṣṭhānām madhye ni hitam śarīram vr̥trasya niṇyam vi caranti āpaḥ dīrgham tamaḥ ā aśayat indra śatruḥ	The waters deep have hidden Vṛtra's body, Plunged in the midst of never-ceasing torrents That stand not still, but ever hasten onward: Indra's fierce foe sank down to lasting darkness.
dāsa patnīḥ ahi gopāḥ atiṣṭhan ni ruddhāḥ āpaḥ paṇināiva gāvaḥ apām bilam api hitam yat āsīt vr̥tram jaghanvān apa tat vavāra	Enclosed by demons, guarded by a serpent, The waters stood like cows by Paṇi captured. The waters' orifice that was obstructed. When Vṛtra he had smitten, Indra opened.
aśvyaḥ vāraḥ abhavaḥ tat indra sr̥ke yat tvā prati ahan devaḥ ekaḥ ajayaḥ gāḥ ajayaḥ śūra somam ava asr̥jaḥ sartave sapta sindhūn	A horse's tail thou didst become, O Indra, When, on his spear impaled, as god unaided, The cows, O hero, thou didst win and Soma, And free the seven streams to flow in torrents.
na asmai vidyut na tanyatuḥ sisedha na yām miham akirat hrādunim ca indraḥ ca yat yuyudhāteiti ahiḥ ca uta aparībhyaḥ magha vā vi jigye	Him lightning then availèd not nor thunder, Nor mist, nor hailstorm which around he scattered: When Indra and the serpent fought in battle, The bounteous god gained victory for ever.
aheḥ yātāram kam apaśyaḥ indra hr̥di yat te jaghnuṣaḥ bhīḥ agacchat nava ca yam navatim ca sravantīḥ śyenaḥ na bhītaḥ ataraḥ rajāṁsi	Whom saw'st thou as avenger of the serpent, As terror seized thy heart when thou hadst slain him, And thou didst cross the nine and ninety rivers And air's broad spaces, like a hawk affrighted?
